316.7792	743
317.33289	744
317.88659	741
318.44029	737
318.99398	738
319.54768	740
320.10138	743
320.65508	738
321.20878	748
321.76248	742
322.31618	742
322.86988	731
323.42358	740
323.97728	751
324.53099	737
325.08469	742
325.6384	747
326.1921	751
326.74581	742
327.29952	735
327.85322	744
328.40693	744
328.96064	739
329.51435	743
330.06806	739
330.62178	738
331.17549	738
331.7292	741
332.28292	745
332.83663	747
333.39034	747
333.94406	745
334.49778	738
335.05149	739
335.60521	743
336.15893	737
336.71265	744
337.26637	747
337.82009	742
338.37381	735
338.92754	737
339.48126	739
340.03498	745
340.58871	739
341.14243	743
341.69616	739
342.24989	737
342.80361	745
343.35734	742
343.91107	745
344.4648	740
345.01853	741
345.57226	745
346.12599	744
346.67973	744
347.23346	736
347.78719	738
348.34093	748
348.89466	744
349.4484	738
350.00214	756
350.55587	739
351.10961	741
351.66335	745
352.21709	739
352.77083	741
353.32457	746
353.87831	744
354.43206	740
354.9858	743
355.53954	746
356.09329	747
356.64703	748
357.20078	744
357.75453	748
358.30827	738
358.86202	742
359.41577	744
359.96952	747
360.52327	742
361.07702	743
361.63077	752
362.18453	746
362.73828	747
363.29203	744
363.84579	743
364.39954	742
364.9533	742
365.50706	746
366.06081	748
366.61457	740
367.16833	747
367.72209	741
368.27585	741
368.82961	745
369.38337	740
369.93714	751
370.4909	741
371.04466	742
371.59843	744
372.15219	742
372.70596	742
373.25973	747
373.81349	743
374.36726	746
374.92103	743
375.4748	745
376.02857	746
376.58234	744
377.13611	739
377.68989	742
378.24366	737
378.79743	743
379.35121	747
379.90498	738
380.45876	743
381.01254	746
381.56632	744
382.12009	750
382.67387	741
383.22765	750
383.78143	745
384.33521	738
384.889	751
385.44278	743
385.99656	744
386.55035	744
387.10413	741
387.65792	747
388.2117	746
388.76549	747
389.31928	742
389.87307	743
390.42685	748
390.98064	738
391.53443	739
392.08823	745
392.64202	741
393.19581	746
393.7496	745
394.3034	753
394.85719	750
395.41099	743
395.96478	742
396.51858	743
397.07238	744
397.62618	744
398.17998	742
398.73378	742
399.28758	749
399.84138	743
400.39518	745
400.94898	740
401.50279	743
402.05659	740
402.6104	739
403.1642	751
403.71801	746
404.27181	742
404.82562	738
405.37943	744
405.93324	747
406.48705	743
407.04086	749
407.59467	750
408.14848	742
408.7023	743
409.25611	749
409.80992	739
410.36374	744
410.91755	742
411.47137	744
412.02519	746
412.57901	747
413.13282	750
413.68664	743
414.24046	743
414.79428	743
415.34811	742
415.90193	743
416.45575	742
417.00957	740
417.5634	744
418.11722	751
418.67105	747
419.22488	744
419.7787	740
420.33253	748
420.88636	746
421.44019	748
421.99402	745
422.54785	745
423.10168	748
423.65551	752
424.20934	747
424.76318	749
425.31701	747
425.87085	746
426.42468	746
426.97852	744
427.53236	740
428.08619	753
428.64003	743
429.19387	745
429.74771	748
430.30155	750
430.85539	749
431.40924	742
431.96308	748
432.51692	742
433.07077	750
433.62461	747
434.17846	745
434.7323	744
435.28615	745
435.84	754
436.39385	748
436.9477	741
437.50155	749
438.0554	742
438.60925	744
439.1631	745
439.71696	744
440.27081	742
440.82466	746
441.37852	742
441.93237	751
442.48623	758
443.04009	747
443.59395	739
444.1478	745
444.70166	746
445.25552	749
445.80938	739
446.36325	745
446.91711	747
447.47097	760
448.02484	751
448.5787	742
449.13256	748
449.68643	751
450.2403	744
450.79416	737
451.34803	744
451.9019	748
452.45577	747
453.00964	748
453.56351	746
454.11738	743
454.67125	749
455.22513	753
455.779	754
456.33288	744
456.88675	741
457.44063	745
457.9945	751
458.54838	745
459.10226	742
459.65614	746
460.21002	747
460.7639	746
461.31778	746
461.87166	742
462.42554	752
462.97943	751
463.53331	744
464.08719	744
464.64108	739
465.19496	749
465.74885	748
466.30274	753
466.85663	742
467.41052	750
467.9644	743
468.51829	742
469.07219	745
469.62608	741
470.17997	747
470.73386	746
471.28776	746
471.84165	746
472.39555	741
472.94944	748
473.50334	737
474.05724	745
474.61113	742
475.16503	744
475.71893	745
476.27283	747
