316.7792	738	
317.33289	737	
317.88659	740	
318.44029	748	
318.99398	732	
319.54768	732	
320.10138	743	
320.65508	743	
321.20878	742	
321.76248	739	
322.31618	741	
322.86988	743	
323.42358	736	
323.97728	741	
324.53099	739	
325.08469	737	
325.6384	739	
326.1921	747	
326.74581	743	
327.29952	743	
327.85322	742	
328.40693	738	
328.96064	734	
329.51435	749	
330.06806	739	
330.62178	738	
331.17549	737	
331.7292	745	
332.28292	741	
332.83663	744	
333.39034	740	
333.94406	743	
334.49778	739	
335.05149	738	
335.60521	739	
336.15893	744	
336.71265	741	
337.26637	739	
337.82009	737	
338.37381	744	
338.92754	737	
339.48126	739	
340.03498	739	
340.58871	745	
341.14243	737	
341.69616	740	
342.24989	740	
342.80361	738	
343.35734	739	
343.91107	736	
344.4648	741	
345.01853	745	
345.57226	739	
346.12599	742	
346.67973	749	
347.23346	743	
347.78719	740	
348.34093	747	
348.89466	737	
349.4484	740	
350.00214	742	
350.55587	740	
351.10961	744	
351.66335	741	
352.21709	741	
352.77083	744	
353.32457	740	
353.87831	745	
354.43206	736	
354.9858	737	
355.53954	743	
356.09329	734	
356.64703	747	
357.20078	751	
357.75453	744	
358.30827	745	
358.86202	748	
359.41577	744	
359.96952	741	
360.52327	739	
361.07702	739	
361.63077	747	
362.18453	744	
362.73828	748	
363.29203	746	
363.84579	739	
364.39954	741	
364.9533	735	
365.50706	745	
366.06081	750	
366.61457	742	
367.16833	745	
367.72209	741	
368.27585	744	
368.82961	742	
369.38337	747	
369.93714	746	
370.4909	745	
371.04466	735	
371.59843	742	
372.15219	743	
372.70596	739	
373.25973	738	
373.81349	738	
374.36726	741	
374.92103	747	
375.4748	743	
376.02857	739	
376.58234	736	
377.13611	748	
377.68989	743	
378.24366	736	
378.79743	745	
379.35121	748	
379.90498	752	
380.45876	749	
381.01254	738	
381.56632	742	
382.12009	749	
382.67387	741	
383.22765	742	
383.78143	739	
384.33521	747	
384.889	746	
385.44278	745	
385.99656	737	
386.55035	737	
387.10413	741	
387.65792	739	
388.2117	746	
388.76549	737	
389.31928	751	
389.87307	736	
390.42685	739	
390.98064	742	
391.53443	738	
392.08823	746	
392.64202	747	
393.19581	741	
393.7496	740	
394.3034	753	
394.85719	755	
395.41099	748	
395.96478	735	
396.51858	745	
397.07238	742	
397.62618	743	
398.17998	739	
398.73378	749	
399.28758	752	
399.84138	741	
400.39518	749	
400.94898	739	
401.50279	738	
402.05659	745	
402.6104	747	
