328.05349,740
328.59042,738
329.12739,733
329.6644,737
330.20147,733
330.73858,742
331.27574,737
331.81295,740
332.3502,734
332.88751,733
333.42486,735
333.96226,732
334.4997,739
335.0372,733
335.57474,741
336.11233,731
336.64996,739
337.18765,740
337.72538,736
338.26316,738
338.80099,732
339.33886,731
339.87679,732
340.41476,738
340.95277,733
341.49084,735
342.02895,738
342.56711,743
343.10532,737
343.64358,744
344.18188,743
344.72024,743
345.25864,742
345.79708,741
346.33558,739
346.87412,739
347.41271,740
347.95135,739
348.49003,732
349.02877,740
349.56755,740
350.10638,743
350.64525,732
351.18418,741
351.72315,735
352.26217,739
352.80123,742
353.34035,741
353.87951,736
354.41872,736
354.95798,735
355.49728,738
356.03663,745
356.57604,734
357.11548,742
357.65498,735
358.19452,736
358.73411,739
359.27375,736
359.81344,743
360.35317,747
360.89295,739
361.43278,747
361.97266,740
362.51259,738
363.05256,736
363.59258,746
364.13265,743
364.67276,741
365.21292,741
365.75314,738
366.29339,744
366.8337,738
367.37405,749
367.91446,737
368.4549,743
368.9954,742
369.53595,738
370.07654,743
370.61718,746
371.15786,732
371.6986,745
372.23938,742
372.78021,742
373.32109,742
373.86202,739
374.40299,743
374.94401,738
375.48508,740
376.0262,743
376.56736,738
377.10857,741
377.64983,732
378.19114,736
378.73249,748
379.2739,737
379.81535,744
380.35684,740
380.89839,742
381.43998,742
381.98162,740
382.52331,740
383.06505,740
383.60683,739
384.14866,739
384.69054,737
385.23247,743
385.77444,741
386.31646,744
386.85853,747
387.40065,736
387.94282,739
388.48503,743
389.02729,746
389.5696,748
390.11195,740
390.65436,742
391.19681,740
391.73931,741
392.28185,747
392.82445,744
393.36709,739
393.90978,747
394.45252,737
394.9953,744
395.53813,738
396.08101,737
396.62394,745
397.16692,751
397.70994,741
398.25301,738
398.79613,740
399.33929,744
399.88251,736
400.42577,745
400.96908,739
401.51243,743
402.05584,738
402.59929,740
403.14279,746
403.68634,752
404.22993,742
404.77358,746
405.31727,741
405.861,737
406.40479,742
406.94862,733
407.4925,736
408.03643,737
408.58041,739
409.12443,740
409.66851,742
410.21262,738
410.75679,745
411.30101,738
411.84527,738
412.38958,742
412.93394,743
413.47834,748
414.02279,742
414.5673,743
415.11184,745
415.65644,750
416.20108,741
416.74577,746
417.29051,738
417.8353,737
418.38013,743
418.92502,738
419.46995,740
420.01492,743
420.55995,733
421.10502,745
421.65014,742
422.19531,746
422.74052,740
423.28579,743
423.8311,742
424.37646,736
424.92186,740
425.46732,743
426.01282,746
426.55837,736
427.10397,742
427.64961,731
428.1953,736
428.74104,740
429.28683,742
429.83267,739
430.37855,747
430.92448,760
431.47046,744
432.01648,741
432.56256,740
433.10868,740
433.65485,742
434.20106,741
434.74733,743
435.29364,742
435.84,737
436.38641,739
436.93286,743
437.47936,745
438.02592,735
438.57251,740
439.11916,743
439.66585,738
440.21259,744
440.75938,740
441.30622,742
441.8531,743
442.40003,742
442.94701,741
443.49404,737
444.04111,738
444.58824,738
445.13541,744
445.68262,748
446.22989,743
446.7772,744
447.32456,739
447.87197,742
448.41943,751
448.96693,745
449.51448,744
450.06208,737
450.60973,741
451.15742,741
451.70516,740
452.25295,744
452.80079,736
453.34868,743
453.89661,739
454.44459,739
454.99262,746
455.54069,746
456.08881,742
456.63699,739
457.1852,746
457.73347,744
458.28178,746
458.83015,747
459.37856,746
459.92701,743
460.47552,736
461.02407,734
461.57267,739
462.12132,743
462.67001,740
463.21875,753
463.76754,741
464.31638,746
464.86527,750
465.4142,737
465.96318,741
466.51221,738
467.06129,747
467.61041,745
468.15959,743
468.7088,750
469.25807,741
469.80739,746
470.35675,736
470.90616,744
471.45562,748
472.00512,736
472.55468,747
473.10428,745
473.65393,736
474.20362,757
474.75337,741
475.30316,735
475.853,750
476.40288,739
476.95282,741
477.5028,739
478.05283,745
478.60291,749
479.15303,746
479.70321,738
480.25343,745
480.80369,741
481.35401,739
481.90437,739
482.45478,746
483.00524,749
483.55575,740
484.1063,743
484.65691,739
485.20756,738
485.75825,743
486.309,739
486.85979,738
487.41063,747
487.96152,744
488.51245,745
489.06344,734
489.61447,745
490.16555,739
490.71667,745
491.26785,745
491.81907,740
492.37034,739
492.92165,749
493.47302,743
494.02443,743
494.57589,734
495.1274,741
495.67895,745
496.23056,743
496.78221,750
497.3339,744
497.88565,741
498.43744,754
498.98928,737
499.54117,741
500.09311,750
500.64509,746
501.19713,741
501.74921,740
502.30133,745
502.85351,744
503.40573,750
