324.83296	745	
325.3696	750	
325.90628	748	
326.44301	737	
326.97979	739	
327.51662	735	
328.05349	743	
328.59042	751	
329.12739	736	
329.6644	739	
330.20147	737	
330.73858	743	
331.27574	746	
331.81295	735	
332.3502	745	
332.88751	740	
333.42486	745	
333.96226	752	
334.4997	749	
335.0372	748	
335.57474	739	
336.11233	744	
336.64996	741	
337.18765	745	
337.72538	743	
338.26316	739	
338.80099	745	
339.33886	738	
339.87679	742	
340.41476	738	
340.95277	739	
341.49084	737	
342.02895	742	
342.56711	740	
343.10532	747	
343.64358	746	
344.18188	740	
344.72024	735	
345.25864	737	
345.79708	746	
346.33558	743	
346.87412	741	
347.41271	737	
347.95135	737	
348.49003	747	
349.02877	745	
349.56755	744	
350.10638	748	
350.64525	746	
351.18418	741	
351.72315	739	
352.26217	749	
352.80123	742	
353.34035	743	
353.87951	744	
354.41872	739	
354.95798	749	
355.49728	739	
356.03663	739	
356.57604	736	
357.11548	745	
357.65498	740	
358.19452	739	
358.73411	750	
359.27375	741	
359.81344	743	
360.35317	744	
360.89295	740	
361.43278	743	
361.97266	739	
362.51259	741	
363.05256	752	
363.59258	742	
364.13265	745	
364.67276	745	
365.21292	742	
365.75314	742	
366.29339	747	
366.8337	745	
367.37405	741	
367.91446	746	
368.4549	741	
368.9954	743	
369.53595	754	
370.07654	738	
370.61718	740	
371.15786	742	
371.6986	745	
372.23938	741	
372.78021	739	
373.32109	746	
373.86202	748	
374.40299	748	
374.94401	747	
375.48508	735	
376.0262	739	
376.56736	744	
377.10857	744	
377.64983	742	
378.19114	743	
378.73249	747	
379.2739	741	
379.81535	749	
380.35684	742	
380.89839	745	
381.43998	753	
381.98162	748	
382.52331	740	
383.06505	748	
383.60683	749	
384.14866	744	
384.69054	743	
385.23247	748	
385.77444	741	
386.31646	746	
386.85853	740	
387.40065	745	
387.94282	736	
388.48503	740	
389.02729	746	
389.5696	746	
390.11195	744	
390.65436	742	
391.19681	748	
391.73931	746	
392.28185	745	
392.82445	744	
393.36709	743	
393.90978	748	
394.45252	751	
394.9953	748	
395.53813	741	
396.08101	746	
396.62394	748	
397.16692	738	
397.70994	739	
398.25301	741	
398.79613	744	
399.33929	747	
399.88251	741	
400.42577	752	
400.96908	758	
401.51243	748	
402.05584	745	
402.59929	750	
403.14279	746	
403.68634	743	
404.22993	743	
404.77358	749	
405.31727	744	
405.861	743	
406.40479	743	
406.94862	741	
407.4925	742	
408.03643	744	
408.58041	743	
409.12443	746	
409.66851	745	
410.21262	745	
410.75679	739	
411.30101	747	
411.84527	749	
412.38958	743	
412.93394	738	
413.47834	750	
414.02279	747	
414.5673	745	
415.11184	741	
415.65644	745	
416.20108	745	
416.74577	745	
417.29051	747	
417.8353	750	
418.38013	737	
418.92502	751	
419.46995	747	
420.01492	746	
420.55995	747	
421.10502	740	
421.65014	747	
422.19531	750	
422.74052	745	
423.28579	746	
423.8311	746	
424.37646	747	
424.92186	745	
425.46732	748	
426.01282	746	
426.55837	745	
427.10397	745	
427.64961	741	
428.1953	745	
428.74104	746	
429.28683	751	
429.83267	750	
430.37855	750	
430.92448	749	
431.47046	743	
432.01648	752	
432.56256	749	
433.10868	742	
433.65485	740	
434.20106	749	
434.74733	750	
435.29364	750	
435.84	748	
436.38641	743	
436.93286	756	
437.47936	747	
438.02592	749	
438.57251	748	
439.11916	755	
439.66585	743	
440.21259	747	
440.75938	751	
441.30622	748	
441.8531	755	
442.40003	749	
442.94701	744	
443.49404	743	
444.04111	752	
444.58824	751	
445.13541	751	
445.68262	747	
446.22989	743	
446.7772	748	
447.32456	748	
447.87197	747	
448.41943	744	
448.96693	749	
449.51448	745	
450.06208	750	
450.60973	745	
451.15742	748	
451.70516	747	
452.25295	754	
452.80079	748	
453.34868	747	
453.89661	746	
454.44459	750	
454.99262	748	
455.54069	747	
456.08881	754	
456.63699	747	
457.1852	755	
457.73347	745	
458.28178	754	
458.83015	749	
459.37856	741	
459.92701	743	
460.47552	754	
461.02407	747	
461.57267	746	
462.12132	748	
462.67001	749	
463.21875	742	
463.76754	748	
464.31638	749	
464.86527	748	
465.4142	747	
465.96318	752	
466.51221	740	
467.06129	753	
467.61041	755	
468.15959	747	
468.7088	745	
469.25807	747	
469.80739	745	
470.35675	746	
470.90616	756	
471.45562	748	
472.00512	745	
472.55468	741	
473.10428	750	
473.65393	736	
474.20362	748	
474.75337	742	
475.30316	739	
475.853	739	
476.40288	744	
476.95282	747	
477.5028	746	
478.05283	742	
478.60291	753	
479.15303	746	
479.70321	750	
480.25343	744	
480.80369	743	
481.35401	758	
481.90437	745	
482.45478	744	
483.00524	742	
483.55575	749	
484.1063	746	
484.65691	744	
485.20756	745	
485.75825	750	
486.309	741	
486.85979	745	
487.41063	746	
487.96152	747	
488.51245	750	
489.06344	746	
489.61447	749	
490.16555	740	
490.71667	741	
491.26785	748	
491.81907	743	
492.37034	743	
492.92165	753	
493.47302	752	
494.02443	753	
494.57589	741	
495.1274	743	
495.67895	747	
496.23056	747	
496.78221	742	
497.3339	748	
497.88565	756	
498.43744	751	
498.98928	744	
499.54117	738	
500.09311	754	
500.64509	743	
501.19713	751	
501.74921	744	
502.30133	743	
502.85351	743	
503.40573	752	
503.958	752	
504.51032	751	
505.06268	748	
505.6151	750	
506.16756	748	
506.72007	744	
507.27262	747	
507.82523	740	
508.37788	752	
508.93058	739	
509.48332	743	
510.03612	744	
510.58896	749	
511.14185	751	
511.69479	751	
512.24777	744	
512.8008	741	
513.35389	748	
513.90701	751	
514.46019	756	
515.01341	748	
515.56668	748	
516.12	751	
516.67337	753	
517.22678	746	
517.78024	741	
518.33375	748	
518.88731	750	
519.44092	750	
519.99457	743	
520.54827	745	
521.10202	746	
521.65581	746	
522.20966	746	
522.76355	752	
523.31748	743	
523.87147	742	
524.4255	755	
524.97959	748	
525.53371	744	
526.08789	754	
526.64212	750	
527.19639	747	
527.75071	745	
528.30508	748	
528.85949	750	
529.41395	742	
529.96846	752	
530.52302	748	
531.07763	748	
531.63228	747	
532.18698	744	
532.74173	750	
533.29653	746	
533.85137	747	
534.40626	749	
534.9612	748	
535.51619	751	
536.07122	745	
536.62631	752	
537.18144	746	
537.73661	749	
538.29184	755	
538.84711	746	
539.40243	750	
539.9578	747	
540.51322	749	
541.06868	751	
541.62419	752	
542.17975	749	
542.73536	742	
543.29101	753	
543.84672	747	
544.40246	750	
544.95826	748	
545.51411	759	
546.07	755	
546.62594	746	
