1,239,240,239,240,239,240,238,238,239,241,
2,240,239,239,240,240,240,240,240,242,240,
3,240,238,240,239,240,239,237,239,239,240,
4,239,241,240,238,238,238,241,237,239,237,
5,239,240,240,239,239,241,238,240,240,241,
6,240,239,238,238,238,240,239,238,240,241,
7,238,238,242,239,239,240,240,239,238,240,
8,238,237,239,238,239,240,240,239,241,239,
9,242,239,239,239,240,239,238,240,238,240,
10,239,241,240,240,239,239,240,240,237,238,
11,238,239,240,241,240,241,238,240,240,240,
12,238,241,239,238,241,240,240,241,240,241,
13,240,241,239,241,239,240,239,242,238,240,
14,239,239,238,239,240,238,239,240,237,241,
15,239,238,241,240,239,237,241,239,240,240,
16,237,240,238,240,238,241,240,240,240,239,
17,239,239,239,241,238,238,239,240,240,239,
18,242,239,242,238,237,240,239,241,240,240,
19,238,238,240,239,239,241,240,239,240,239,
20,242,240,240,240,240,240,238,241,240,240,
21,240,236,239,240,239,239,240,240,238,239,
22,239,239,239,239,239,239,239,238,240,241,
23,240,238,239,240,240,238,239,240,238,243,
24,238,239,240,241,239,239,240,239,241,240,
25,239,241,238,240,240,240,240,241,240,240,
26,239,240,239,240,240,239,241,239,239,239,
27,240,238,239,238,239,239,241,239,240,238,
28,238,240,240,239,238,240,239,241,238,240,
29,239,239,239,241,240,240,239,241,240,238,
30,240,240,239,240,239,241,240,242,241,239,
31,241,242,239,241,241,240,239,239,240,237,
32,239,238,240,241,239,240,239,240,239,237,
33,239,241,240,238,238,241,240,239,241,240,
34,240,238,239,238,239,239,240,240,240,240,
35,239,239,239,241,239,239,238,239,238,238,
36,238,240,238,240,240,238,239,240,237,239,
37,239,241,240,241,239,241,241,240,239,239,
38,241,238,238,238,241,239,240,240,239,240,
39,242,238,239,240,240,241,239,239,239,240,
40,238,240,238,240,238,240,240,240,240,238,
41,239,240,239,239,238,240,240,238,239,238,
42,240,241,239,239,240,242,240,239,240,241,
43,238,240,242,238,239,239,240,239,239,240,
44,241,238,243,240,242,240,239,240,240,239,
45,239,240,240,239,241,238,240,240,239,239,
46,241,239,240,239,239,239,240,241,241,239,
47,242,239,241,239,240,239,238,238,239,242,
48,241,239,240,239,242,240,242,238,240,240,
49,239,239,241,238,238,240,239,240,238,239,
50,241,241,240,240,239,239,238,239,240,238,
51,239,240,238,240,239,239,242,239,239,241,
52,239,239,241,240,240,241,242,240,240,242,
53,239,240,240,240,241,240,240,242,239,240,
54,240,241,240,240,240,240,239,241,240,239,
55,240,240,238,240,240,240,241,237,239,240,
56,239,242,239,243,240,240,241,238,240,240,
57,242,238,240,240,239,239,240,240,239,238,
58,240,242,242,240,241,240,241,238,238,239,
59,240,238,238,238,241,240,239,239,240,242,
60,240,240,241,240,241,241,239,242,240,238,
61,241,240,239,240,240,242,241,239,240,239,
62,238,240,240,239,240,239,240,240,239,241,
63,240,241,238,238,240,240,238,241,239,240,
64,241,240,237,239,239,240,240,242,240,241,
65,236,240,240,239,238,239,239,240,240,238,
66,240,240,240,238,242,238,238,240,240,242,
67,240,239,238,240,239,240,240,240,239,240,
68,239,238,241,241,238,240,241,240,240,239,
69,240,239,239,242,242,240,239,240,240,239,
70,238,240,239,239,240,240,240,240,241,239,
71,240,239,242,240,240,240,240,240,239,241,
72,239,240,241,239,240,241,240,241,240,239,
73,239,239,241,239,240,241,241,239,243,238,
74,239,240,241,242,241,240,240,239,241,242,
75,239,240,239,239,240,238,238,238,241,239,
76,239,239,239,238,238,238,240,240,238,239,
77,242,240,240,241,239,239,238,241,240,240,
78,242,240,241,240,242,238,239,238,240,238,
79,240,241,240,240,239,239,241,240,240,240,
80,236,239,240,242,240,240,241,239,241,242,
81,240,241,241,241,239,239,240,239,240,241,
82,242,242,240,238,240,240,239,238,239,241,
83,241,241,240,242,238,240,241,241,241,240,
84,238,240,241,240,241,239,238,239,239,241,
85,241,240,241,239,238,239,242,241,241,240,
86,238,238,238,241,243,242,238,240,240,241,
87,242,240,239,241,239,240,240,239,240,240,
88,240,241,239,240,239,240,239,238,241,238,
89,240,240,241,237,241,236,239,239,241,241,
90,240,240,239,239,240,240,238,239,240,241,
91,240,239,238,240,239,238,238,240,240,240,
92,238,239,239,239,239,239,238,242,241,240,
93,240,239,241,241,242,240,240,241,238,238,
94,242,241,241,239,241,239,241,239,240,240,
95,241,241,239,241,240,241,240,239,239,239,
96,240,239,239,239,241,241,241,241,239,239,
97,242,240,239,238,239,241,240,242,239,240,
98,240,242,239,240,239,241,239,239,240,239,
99,242,240,239,239,239,239,239,239,241,241,
100,240,240,240,238,240,239,241,241,241,241,
101,241,240,242,239,241,239,240,241,240,241,
102,242,240,239,239,238,239,240,239,241,238,
103,239,239,239,238,239,241,240,238,240,240,
104,238,240,239,238,241,240,239,240,238,239,
105,240,239,242,240,238,239,242,239,243,241,
106,243,241,238,241,242,239,242,240,240,243,
107,241,240,240,240,242,241,240,240,241,240,
108,238,242,239,242,239,241,241,240,240,239,
109,240,240,241,240,240,243,239,239,241,240,
110,241,237,239,240,240,239,239,240,240,240,
111,242,242,240,238,241,239,240,240,240,240,
112,241,241,239,240,240,240,239,240,238,239,
113,239,240,241,241,241,240,240,240,238,239,
114,240,239,240,240,240,240,241,239,238,239,
115,240,239,241,240,240,240,240,242,240,241,
116,240,241,241,239,241,240,241,238,241,241,
117,239,241,240,240,243,239,241,240,239,240,
118,240,239,240,238,239,238,241,240,241,241,
119,239,241,239,239,241,240,242,239,240,239,
120,242,240,237,243,240,241,238,240,240,242,
121,240,239,239,240,240,240,240,241,240,238,
122,238,239,242,239,241,240,240,240,241,241,
123,241,240,241,241,240,238,240,238,240,239,
124,239,241,241,238,239,239,239,241,238,239,
125,239,242,240,241,240,242,239,240,238,240,
126,240,239,240,239,238,240,239,240,239,238,
127,238,241,238,239,242,239,240,240,239,240,
128,240,240,239,240,239,240,240,239,240,241,
129,240,241,240,239,239,239,240,240,239,240,
130,242,239,239,240,241,241,240,239,239,241,
131,240,239,242,239,241,239,241,241,238,238,
132,242,240,239,240,240,241,241,239,241,239,
133,237,241,239,242,238,241,239,240,240,240,
134,240,239,241,241,239,240,241,241,241,241,
135,240,241,238,240,240,240,240,242,242,242,
136,240,239,241,238,237,240,242,239,240,240,
137,240,240,240,240,239,240,240,242,240,240,
138,239,240,242,239,239,240,241,239,240,240,
139,241,241,242,238,239,241,240,240,238,239,
140,242,239,241,240,240,239,241,242,241,240,
141,241,239,242,243,243,242,240,240,241,241,
142,241,241,241,242,240,241,241,240,241,241,
143,241,242,238,239,239,240,240,241,242,242,
144,242,241,238,238,240,238,238,239,241,239,
145,240,238,238,239,239,238,240,240,241,241,
146,242,238,240,239,239,241,238,239,241,240,
147,238,239,241,241,240,241,240,240,238,240,
148,240,241,239,240,240,242,241,240,240,240,
149,241,239,239,238,239,238,239,240,240,239,
150,242,240,239,242,243,240,241,241,241,239,
151,240,240,241,238,239,240,240,241,239,240,
152,239,240,241,239,241,240,240,242,241,242,
153,240,239,240,242,241,241,239,241,239,241,
154,241,239,239,243,238,241,239,241,240,240,
155,241,240,240,240,240,239,239,239,240,241,
156,240,240,243,239,240,239,241,241,241,239,
157,243,242,240,240,240,240,239,241,238,239,
158,239,241,240,239,241,238,240,239,241,241,
159,240,240,241,241,240,239,241,240,240,240,
160,240,240,240,240,239,242,241,242,240,240,
161,241,240,242,241,240,241,240,240,241,240,
162,241,240,240,241,240,240,238,241,241,242,
163,241,238,237,239,238,241,239,240,238,241,
164,241,241,238,241,239,240,241,240,241,240,
165,241,241,241,241,241,240,237,242,241,243,
166,241,242,242,241,241,241,240,240,238,241,
167,237,241,239,239,242,241,240,239,240,241,
168,241,239,241,243,240,239,240,242,240,240,
169,240,240,240,240,242,241,240,241,241,240,
170,241,241,241,239,241,239,239,240,240,239,
171,240,239,239,238,241,240,239,241,239,240,
172,242,240,240,239,240,239,242,240,239,240,
173,240,239,241,241,241,240,242,239,239,241,
174,243,239,239,240,240,238,242,242,240,240,
175,238,240,242,240,240,241,241,239,240,240,
176,242,242,239,241,240,240,239,241,240,239,
177,239,239,240,243,239,240,239,240,240,239,
178,238,242,239,238,241,242,241,242,241,238,
179,240,237,240,240,239,239,239,241,239,238,
180,241,241,242,240,239,239,240,241,240,242,
181,239,239,240,240,241,240,239,241,242,241,
182,240,240,241,240,241,241,241,241,241,239,
183,238,241,240,239,240,240,241,239,240,241,
184,239,242,241,239,241,243,238,241,238,240,
185,240,240,241,242,240,239,240,241,239,239,
186,242,239,242,240,238,241,238,241,239,239,
187,240,240,238,241,242,239,240,240,240,242,
188,240,241,240,240,239,241,239,240,240,240,
189,238,242,240,241,240,238,241,239,241,242,
190,242,240,240,241,241,240,239,241,241,241,
191,241,240,240,240,241,243,242,242,242,241,
192,241,241,242,241,238,241,240,242,240,240,
193,239,241,240,239,241,239,241,239,241,239,
194,241,240,240,241,240,241,241,238,239,240,
195,239,242,239,242,240,240,239,240,239,241,
196,240,240,242,238,240,241,239,240,240,240,
197,241,242,238,239,241,239,241,240,239,239,
