328.05349	238	238	239	238	241	238	238	238	238	240
328.59042	239	238	239	241	239	239	240	240	241	240
329.12739	240	241	241	238	241	240	242	241	239	240
329.6644	240	239	239	238	239	239	240	239	238	237
330.20147	240	238	238	238	239	239	238	239	239	239
330.73858	243	237	241	240	240	239	238	240	240	238
331.27574	240	241	238	240	239	240	241	239	239	241
331.81295	239	238	240	240	241	238	241	240	240	237
332.3502	239	242	240	240	240	239	239	239	238	237
332.88751	239	240	239	240	240	238	241	240	239	240
333.42486	239	240	239	239	240	239	240	240	240	241
333.96226	242	240	239	241	239	241	241	240	238	239
334.4997	241	239	239	238	241	240	240	242	238	240
335.0372	239	239	240	239	238	240	238	240	239	238
335.57474	240	238	239	239	239	240	241	239	238	239
336.11233	240	240	239	239	238	241	240	239	239	239
336.64996	238	240	240	239	240	240	240	239	237	237
337.18765	240	243	239	240	239	242	241	241	241	240
337.72538	239	241	240	237	239	238	238	241	240	239
338.26316	240	240	239	238	238	240	240	240	240	240
338.80099	237	239	239	241	240	241	239	240	240	240
339.33886	239	238	239	240	241	238	240	237	241	240
339.87679	240	239	238	239	239	240	240	239	239	241
340.41476	242	239	240	239	239	240	240	241	239	241
340.95277	240	240	240	240	242	241	240	239	239	238
341.49084	240	239	241	238	241	239	238	240	241	239
342.02895	239	240	241	241	240	241	240	241	240	240
342.56711	240	240	238	239	240	240	239	240	241	241
343.10532	238	240	238	240	241	240	240	238	237	242
343.64358	240	240	240	242	239	240	239	239	242	242
344.18188	241	239	240	240	240	238	239	241	239	239
344.72024	240	240	239	239	241	240	240	240	238	239
345.25864	239	238	238	241	239	239	241	240	240	239
345.79708	241	240	240	241	239	240	240	240	239	240
346.33558	238	240	239	241	240	238	237	240	237	241
346.87412	238	240	240	240	241	239	238	239	239	240
347.41271	240	239	240	240	239	240	240	240	240	241
347.95135	238	239	240	240	240	240	239	238	238	241
348.49003	240	240	240	238	237	241	241	240	240	241
349.02877	238	239	241	238	240	238	240	237	239	242
349.56755	241	240	238	240	241	240	240	240	240	240
350.10638	241	240	239	239	241	239	240	238	241	240
350.64525	241	240	241	238	237	242	239	241	241	240
351.18418	240	240	239	241	240	241	240	240	241	239
351.72315	240	238	241	239	240	241	239	238	240	240
352.26217	240	242	237	240	240	239	238	239	239	240
352.80123	240	240	240	238	241	240	239	239	241	237
353.34035	240	241	238	240	243	240	240	237	240	242
353.87951	239	240	238	240	240	241	238	242	239	241
354.41872	238	238	240	241	241	238	240	242	238	239
354.95798	239	241	242	240	239	242	240	240	239	239
355.49728	243	240	238	238	240	241	240	240	239	239
356.03663	241	240	241	239	241	241	239	239	240	238
356.57604	239	238	239	239	239	240	239	242	240	239
357.11548	239	240	242	241	241	239	241	240	239	240
357.65498	240	240	240	238	239	241	241	239	239	239
358.19452	240	241	238	240	238	241	239	241	239	239
358.73411	238	240	240	239	240	239	240	241	237	241
359.27375	237	239	241	239	237	240	239	240	239	238
359.81344	238	241	241	239	240	240	239	242	240	241
360.35317	242	241	240	240	241	240	239	239	240	239
360.89295	240	240	238	239	242	240	240	240	239	240
361.43278	239	240	240	240	240	240	241	240	241	240
361.97266	240	239	239	240	241	238	239	240	240	240
362.51259	240	237	238	241	240	240	239	238	239	240
363.05256	241	240	240	238	242	240	240	240	238	240
363.59258	240	242	242	241	239	240	238	238	239	239
364.13265	240	240	241	241	239	240	240	239	240	239
364.67276	240	240	238	238	240	239	241	237	239	241
365.21292	238	242	240	240	240	240	240	241	239	240
365.75314	238	239	239	239	241	239	241	240	241	238
366.29339	241	240	240	240	241	242	241	239	242	240
366.8337	239	242	240	240	239	240	241	240	240	241
367.37405	239	241	240	240	240	242	241	240	239	240
367.91446	240	240	239	240	240	241	241	241	238	240
368.4549	238	239	238	239	241	239	239	240	240	240
368.9954	239	242	238	241	242	240	242	238	239	241
369.53595	242	240	238	239	240	240	239	242	240	240
370.07654	240	239	239	241	240	240	239	239	241	241
370.61718	241	240	242	240	239	241	240	240	239	241
371.15786	241	240	240	240	240	240	239	240	239	241
371.6986	241	239	241	241	241	240	240	239	241	240
372.23938	240	240	240	241	240	239	239	241	243	240
372.78021	238	240	239	241	238	240	240	241	240	243
373.32109	237	240	240	239	239	241	242	241	241	242
373.86202	241	241	238	238	239	241	239	240	238	238
374.40299	238	241	242	238	239	241	242	242	241	239
374.94401	240	240	240	240	239	240	238	236	240	242
375.48508	240	238	240	239	239	240	241	241	241	240
376.0262	240	238	239	239	240	239	238	240	240	240
376.56736	239	238	241	242	240	238	240	243	238	241
377.10857	239	240	239	242	240	239	240	237	240	241
377.64983	242	240	240	238	242	239	238	240	239	239
378.19114	241	239	241	241	238	240	238	240	238	240
378.73249	241	241	240	241	239	241	240	241	241	241
379.2739	242	236	241	240	240	241	242	241	241	240
379.81535	241	240	240	240	240	242	241	239	240	240
380.35684	241	241	240	241	238	240	240	239	240	239
380.89839	240	241	240	239	242	240	239	241	239	241
381.43998	240	241	239	239	239	240	239	239	241	239
381.98162	242	240	240	238	239	242	239	240	238	239
382.52331	240	241	240	240	240	241	240	241	241	240
383.06505	238	238	241	239	240	240	240	240	238	240
383.60683	241	239	240	242	237	240	239	241	240	240
384.14866	241	239	239	242	239	238	240	241	240	238
384.69054	240	241	240	241	240	240	240	240	239	238
385.23247	241	240	240	240	239	240	238	240	239	240
